sentId,sentence,label
22521357-uoc--mac041912-0-title,Modest alcohol consumption lowers risk and severity of liver disease,3
22521357-uoc--mac041912-1-sentence,"People with nonalcoholic fatty liver disease (NALFD) who consume alcohol in modest amounts - no more than one or two servings per day - are half as likely to develop hepatitis as non-drinkers with the same condition, reports a national team of scientists led by researchers at the University of California, San Diego School of Medicine.",1
22521357-uoc--mac041912-2-sentence,"The findings are published in the April 19, 2012 online issue of The Journal of Hepatology.",0
22531019-w-eml042312-0-title,Early menopause linked to higher risk of osteoporosis  fracture and mortality,1
22531019-w-eml042312-1-sentence,"Women who go through the menopause early are nearly twice as likely to suffer from osteoporosis in later life, suggests new research published today (25 April) in BJOG: An International Journal of Obstetrics and Gynaecology.",1
22531019-w-eml042312-2-sentence,"The Swedish study looked at the long-term effects of early menopause on mortality, risk of fragility fracture and osteoporosis.",3
22546507-uoic-esw090612-0-title,Even small weight gains raise blood pressure in college students,3
22546507-uoic-esw090612-1-sentence,"As a college student, you may be happy simply not to have gained the ""Freshman 15.""",0
22546507-uoic-esw090612-2-sentence,"But a University of Illinois study shows that as little as 5 pounds per year is enough to raise blood pressure in that age group, and the effect was worse for young women.",3
22552109-uoc--sdp053112-0-title,Smoking during pregnancy linked to severe asthma in teen years,1
22552109-uoc--sdp053112-1-sentence,"American and Latino children whose mothers smoked during pregnancy are more likely to suffer from acute asthma symptoms in their teens than asthma sufferers whose mothers did not smoke, according to a new study led by a research team at UCSF.",1
22552109-uoc--sdp053112-2-sentence,"In an analysis of nearly 2,500 Latino and African-American children with asthma, the researchers found that children between age 8 and 17 with acute asthma symptoms were far more likely to have had mothers who smoked during pregnancy, even when the team controlled for elements such as education, socioeconomic level and childhood exposure to tobacco smoke.",1
22559061-uoa-hro050312-0-title,Higher risk of birth defects from assisted reproduction,1
22559061-uoa-hro050312-1-sentence,A University of Adelaide study has identified the risk of major birth defects associated with different types of assisted reproductive technology.,1
22559061-uoa-hro050312-2-sentence,"In the most comprehensive study of its kind in the world, researchers from the University's Robinson Institute have compared the risk of major birth defects for each of the reproductive therapies commonly available internationally, such as: IVF (in vitro fertilization), ICSI (intracytoplasmic sperm injection) and ovulation induction.",1
22563304-uob-etb043012-0-title,Evidence that BMI has an independent and causal effect on heart disease risk,3
22563304-uob-etb043012-1-sentence,"In addition to the many risk factors associated with poor health, reducing body mass index (BMI) will have a considerable and independent impact if you want to reduce the risk of developing ischemic heart disease (IHD).",3
22563304-uob-etb043012-2-sentence,"This is the key finding from new research, published in PLoS Medicine, which evaluated the causal relationship between BMI and heart disease in 76,000 individuals.",3
22566515-msu-1yo050712-0-title,16 years old is peak risk for teens misusing prescription drugs,1
22566515-msu-1yo050712-1-sentence,"The peak risk for misusing prescription pain relievers occurs in mid-adolescence, specifically about 16 years old and earlier than many experts thought, according to a new study by Michigan State University researchers.",1
22566515-msu-1yo050712-2-sentence,"The results, based on recent nationwide surveys of nearly 120,000 U.S. adolescents, suggest prevention programs may need to be introduced earlier, in childhood and early adolescence, said James C. Anthony of MSU's Department of Epidemiology and Biostatistics.",0
22573406-uoc-tmv052812-0-title,Too much vitamin D can be as unhealthy as too little,3
22573406-uoc-tmv052812-1-sentence,Scientists know that Vitamin D deficiency is not healthy.,0
22573406-uoc-tmv052812-2-sentence,"However, new research from the University of Copenhagen now indicates that too high a level of the essential vitamin is not good either.",3
22573701-bmj-dtc050812-0-title,Drawing test can predict subsequent stroke death in older men,1
22573701-bmj-dtc050812-1-sentence,"The relationship between executive dysfunction and post-stroke mortality: a population-based cohort study doi 10.1136/bmjopen-2011-000458 A simple drawing test can predict the long-term risk of dying after a first stroke among older men, finds research published in the online journal BMJ Open.",1
22573701-bmj-dtc050812-2-sentence,"Despite treatment advances, stroke is still a leading cause of death and disability, with older age and impaired intellectual capacity (cognitive function) before a stroke associated with higher risks of death and disability afterwards.",0
22576620-gumc-crf050812-0-title,Culprit responsible for severe systemic scleroderma complications in African Americans found,3
22576620-gumc-crf050812-1-sentence,"A new analysis finds that compared to Caucasians, African-Americans with systemic scleroderma have more antibodies in the blood that are linked to severe complications and an increased likelihood of death.",1
22576620-gumc-crf050812-2-sentence,"They say this finding, published today in Arthritis & Rheumatism, suggests physicians can use these disease markers to screen and treat scleroderma patients proactively.",0
22576620-w-ssc050812-0-title,Systemic sclerosis complications more severe in African Americans than Caucasians,1
22576620-w-ssc050812-1-sentence,"African Americans have more severe complications from systemic sclerosis, also known as scleroderma, than Caucasians.",1
22576620-w-ssc050812-2-sentence,"Findings published today in, Arthritis & Rheumatism, a journal of the American College of Rheumatology (ACR), show that compared with Caucasians, African-American patients were more likely to have antibodies that increased frequency and severity of pulmonary fibrosis, which is associated with decreased survival.",1
22577198-bmj-sat050912-0-title,Study adds to evidence on clot risks of non oral contraceptives,1
22581930-ohs-osm050912-0-title,OHSU study  Misdiagnosis of MS is costing health system millions per year,0
22581930-ohs-osm050912-1-sentence,"It is relatively common for doctors to diagnose someone with multiple sclerosis when the patient doesn't have the disease -- a misdiagnosis that not only causes patients potential harm but costs the U.S. health care system untold millions of dollars a year, according to a study published online today in the journal Neurology.",3
